Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
1.01,Very Good,E,VS2,EX,VG,GIA,6552,2018-03-07
1.14,Ideal,G,VVS1,ID,ID,AGSL,9037,2018-03-08
0.75,Very Good,E,SI1,VG,VG,GIA,2923,2018-03-09
1.56,Very Good,I,SI1,EX,EX,GIA,9494,2018-03-10
0.9,Good,H,VS1,EX,VG,GIA,3967,2018-03-11
1.14,Ideal,G,VVS2,ID,ID,AGSL,8743,2018-03-12
0.76,Very Good,I,VS2,EX,EX,GIA,2551,2018-03-13
1.05,Very Good,D,VS2,VG,EX,GIA,7913,2018-03-14
1.09,Ideal,H,VS2,EX,EX,GIA,6419,2018-03-15
1.21,Ideal,D,VS1,VG,VG,GIA,11019,2018-03-16
0.78,Very Good,D,SI1,VG,EX,GIA,2945,2018-03-17
1.32,Ideal,G,VVS2,VG,VG,GIA,11419,2018-03-18
1.21,Ideal,F,VS1,EX,VG,GIA,8629,2018-03-19
2.0,Very Good,E,VVS2,EX,EX,GIA,35038,2018-03-20
0.9,Good,E,SI1,G,VG,GIA,4190,2018-03-21
2.91,Good,I,SI1,VG,VG,GIA,27277,2018-03-22
0.92,Ideal,F,VVS2,EX,EX,GIA,8058,2018-03-23
1.01,Very Good,D,VS2,VG,G,GIA,6845,2018-03-24
1.22,Ideal,F,VS2,EX,EX,GIA,9203,2018-03-25
0.9,Very Good,F,VS2,VG,VG,GIA,4334,2018-03-26
0.9,Very Good,H,IF,VG,VG,GIA,5434,2018-03-27
1.01,Very Good,G,VS1,EX,EX,GIA,6632,2018-03-28
1.06,Very Good,F,IF,EX,VG,GIA,9433,2018-03-29
0.79,Very Good,D,VS2,VG,VG,GIA,4003,2018-03-30
0.76,Good,F,VS1,G,G,AGSL,3057,2018-03-31
1.17,Ideal,G,IF,ID,ID,AGSL,10431,2018-04-01
1.55,Ideal,G,VS2,VG,EX,GIA,12526,2018-04-02
0.81,Signature-Ideal,H,SI1,EX,EX,GIA,3514,2018-04-03
1.44,Very Good,G,VS1,VG,VG,GIA,12117,2018-04-04
1.35,Very Good,F,VVS2,EX,VG,GIA,13053,2018-04-05
1.51,Very Good,G,VS1,EX,VG,GIA,13624,2018-04-06
1.05,Ideal,G,SI1,EX,EX,GIA,5361,2018-04-07
1.01,Very Good,G,VS2,VG,VG,GIA,6288,2018-04-08
2.08,Ideal,H,SI1,EX,EX,GIA,17637,2018-04-09
1.15,Ideal,H,VS2,EX,EX,GIA,6552,2018-04-10
0.9,Very Good,I,VVS1,VG,VG,GIA,4078,2018-04-11
0.9,Very Good,E,VVS2,EX,EX,GIA,6892,2018-04-12
1.57,Ideal,I,VVS2,VG,VG,GIA,12396,2018-04-13
0.92,Ideal,H,VS2,EX,EX,GIA,4568,2018-04-14
1.09,Very Good,G,VS1,EX,EX,GIA,7281,2018-04-15
1.06,Very Good,D,SI1,EX,VG,GIA,6230,2018-04-16
1.12,Ideal,G,VS1,EX,EX,GIA,8080,2018-04-17
1.07,Signature-Ideal,I,VS2,ID,ID,AGSL,5800,2018-04-18
1.06,Good,D,VS2,VG,G,GIA,6893,2018-04-19
0.82,Ideal,D,SI1,EX,EX,GIA,4135,2018-04-20
1.5,Good,F,VVS1,EX,G,GIA,15665,2018-04-21
2.01,Very Good,G,VS1,G,EX,GIA,26043,2018-04-22
1.57,Very Good,I,VS2,VG,G,GIA,9809,2018-04-23
1.01,Very Good,E,VS2,VG,EX,GIA,6714,2018-04-24
2.31,Ideal,H,VVS1,ID,ID,AGSL,28792,2018-04-25
2.16,Ideal,F,VVS2,EX,VG,GIA,38366,2018-04-26
1.08,Signature-Ideal,E,VS1,ID,ID,AGSL,10292,2018-04-27
2.63,Good,H,VS2,VG,EX,GIA,30387,2018-04-28
2.01,Very Good,H,SI1,VG,VG,GIA,16901,2018-04-29
1.02,Very Good,I,SI1,G,VG,GIA,4150,2018-04-30
2.04,Very Good,I,VS1,EX,VG,AGSL,19629,2018-05-01
0.91,Fair,G,SI1,VG,VG,GIA,3581,2018-05-02
2.03,Ideal,G,VS1,VG,VG,GIA,25313,2018-05-03
0.8,Ideal,F,VS2,EX,VG,GIA,3653,2018-05-04
2.59,Very Good,E,SI1,EX,EX,GIA,25158,2018-05-05
0.9,Very Good,E,SI1,VG,EX,GIA,4034,2018-05-06
1.53,Ideal,H,IF,EX,VG,GIA,13386,2018-05-07
1.01,Very Good,I,VS1,EX,EX,GIA,5165,2018-05-08
1.58,Ideal,F,VS1,EX,EX,GIA,18965,2018-05-09
2.17,Ideal,I,VS2,VG,VG,GIA,17984,2018-05-10
1.5,Good,H,VS2,EX,G,GIA,9620,2018-05-11
1.5,Very Good,G,VVS2,EX,VG,GIA,15013,2018-05-12
2.01,Ideal,I,VS2,EX,VG,GIA,16766,2018-05-13
1.01,Good,E,VS2,VG,VG,GIA,5972,2018-05-14
0.91,Very Good,H,VS2,VG,EX,GIA,3924,2018-05-15
1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529,2018-05-16
0.76,Ideal,G,VVS2,EX,EX,GIA,3927,2018-05-17
1.12,Ideal,H,SI1,EX,EX,GIA,5818,2018-05-18
2.15,Ideal,I,VS2,EX,EX,GIA,19592,2018-05-19
2.02,Very Good,E,VS1,VG,G,GIA,33787,2018-05-20
1.22,Ideal,G,VVS2,VG,EX,GIA,9239,2018-05-21
1.25,Very Good,G,VVS1,EX,EX,GIA,11589,2018-05-22
1.08,Very Good,D,VS1,VG,VG,GIA,9168,2018-05-23
1.22,Ideal,G,VS1,ID,ID,AGSL,8830,2018-05-24
0.9,Good,F,SI1,EX,VG,GIA,3788,2018-05-25
0.81,Signature-Ideal,D,SI1,ID,ID,AGSL,4387,2018-05-26
1.0,Very Good,D,SI1,VG,VG,GIA,5671,2018-05-27
1.02,Very Good,F,VS2,VG,VG,GIA,6166,2018-05-28
1.0,Fair,F,SI1,VG,VG,GIA,4925,2018-05-29
2.05,Ideal,H,VS1,ID,ID,AGSL,22892,2018-05-30
1.01,Ideal,F,VS2,ID,ID,AGSL,7121,2018-05-31
0.9,Very Good,H,SI1,VG,EX,GIA,3533,2018-06-01
1.01,Ideal,F,VVS2,EX,EX,GIA,9463,2018-06-02
1.52,Ideal,I,SI1,EX,EX,GIA,9358,2018-06-03
0.91,Ideal,H,VS2,VG,VG,GIA,4666,2018-06-04
1.01,Good,G,SI1,EX,VG,GIA,5073,2018-06-05
2.04,Ideal,H,VS1,EX,EX,GIA,23045,2018-06-06
1.57,Very Good,H,VVS2,VG,EX,GIA,13516,2018-06-07
1.01,Signature-Ideal,E,VVS2,ID,ID,AGSL,11400,2018-06-08
1.03,Good,I,SI1,EX,VG,GIA,4413,2018-06-09
1.51,Ideal,G,VS2,VG,EX,GIA,12846,2018-06-10
1.03,Ideal,H,SI1,VG,VG,GIA,5418,2018-06-11
2.48,Very Good,H,SI1,EX,EX,AGSL,23762,2018-06-12
1.5,Good,I,SI1,EX,VG,GIA,8161,2018-06-13
1.04,Good,H,SI1,VG,G,GIA,4741,2018-06-14
1.5,Ideal,H,VS1,ID,ID,AGSL,11557,2018-06-15
1.2,Very Good,G,VS2,VG,G,GIA,7737,2018-06-16
1.0,Fair,D,SI1,VG,G,GIA,5405,2018-06-17
1.0,Very Good,I,SI1,G,VG,GIA,4149,2018-06-18
1.5,Ideal,D,IF,VG,EX,GIA,33691,2018-06-19
1.52,Very Good,D,VS2,G,VG,GIA,13799,2018-06-20
1.11,Very Good,G,VS2,G,VG,GIA,6771,2018-06-21
0.91,Very Good,G,VVS2,G,VG,GIA,4913,2018-06-22
1.01,Fair,D,SI1,VG,VG,GIA,5383,2018-06-23
1.12,Fair,G,VS1,VG,G,GIA,5487,2018-06-24
1.53,Good,F,SI1,VG,VG,GIA,11207,2018-06-25
0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050,2018-06-26
1.23,Ideal,G,VVS2,EX,EX,GIA,10317,2018-06-27
1.0,Ideal,E,SI1,G,G,AGSL,5622,2018-06-28
0.79,Very Good,F,SI1,VG,EX,GIA,2878,2018-06-29
2.02,Very Good,H,VS2,EX,EX,GIA,21770,2018-06-30
1.01,Ideal,F,SI1,EX,VG,GIA,5184,2018-07-01
1.06,Ideal,G,VS1,EX,EX,GIA,7594,2018-07-02
1.56,Very Good,H,VVS2,EX,EX,GIA,12098,2018-07-03
0.9,Very Good,G,VS2,VG,G,GIA,4369,2018-07-04
2.01,Good,F,SI1,VG,G,GIA,20524,2018-07-05
0.93,Fair,H,VVS2,G,G,GIA,4179,2018-07-06
0.8,Signature-Ideal,G,VVS2,ID,ID,AGSL,4740,2018-07-07
1.42,Ideal,F,VVS1,EX,VG,GIA,18682,2018-07-08
0.75,Very Good,F,VS1,VG,VG,GIA,3268,2018-07-09
1.01,Ideal,I,SI1,EX,VG,GIA,4641,2018-07-10
1.08,Ideal,F,VVS2,ID,ID,AGSL,10046,2018-07-11
1.02,Very Good,F,VS1,G,VG,GIA,7740,2018-07-12
2.02,Very Good,I,VS2,VG,G,GIA,15759,2018-07-13
0.9,Good,F,SI1,G,G,GIA,3788,2018-07-14
1.01,Very Good,E,SI1,VG,VG,GIA,5357,2018-07-15
1.05,Very Good,E,SI1,EX,EX,GIA,5770,2018-07-16
1.21,Very Good,G,VS2,VG,VG,GIA,7568,2018-07-17
1.51,Signature-Ideal,G,IF,ID,ID,AGSL,18806,2018-07-18
1.63,Ideal,H,VVS2,EX,VG,GIA,14541,2018-07-19
1.11,Signature-Ideal,E,VS2,ID,ID,AGSL,9625,2018-07-20
0.92,Very Good,H,VS1,G,G,GIA,4270,2018-07-21
0.97,Ideal,D,SI1,VG,G,GIA,5028,2018-07-22
0.8,Ideal,F,VS1,VG,VG,GIA,3994,2018-07-23
1.24,Ideal,H,SI1,EX,EX,GIA,6717,2018-07-24
1.7,Ideal,H,VS1,EX,EX,GIA,16240,2018-07-25
1.53,Very Good,H,VS2,EX,VG,GIA,11722,2018-07-26
1.27,Ideal,F,VVS2,VG,EX,GIA,11977,2018-07-27
2.01,Very Good,I,VS2,EX,EX,GIA,16304,2018-07-28
1.01,Very Good,F,SI1,G,G,GIA,4890,2018-07-29
2.2,Ideal,H,VVS1,EX,EX,GIA,28195,2018-07-30
2.03,Very Good,I,SI1,EX,EX,GIA,16392,2018-07-31
2.08,Ideal,G,VS2,EX,EX,GIA,27914,2018-08-01
2.21,Ideal,H,VS1,VG,VG,GIA,24417,2018-08-02
2.19,Very Good,E,IF,VG,VG,GIA,52250,2018-08-03
1.18,Very Good,H,SI1,G,EX,GIA,5674,2018-08-04
1.53,Very Good,H,VS2,VG,VG,GIA,12133,2018-08-05
0.9,Good,D,SI1,VG,G,GIA,4227,2018-08-06
1.27,Very Good,H,VS2,VG,VG,GIA,7589,2018-08-07
0.9,Very Good,E,SI1,VG,G,GIA,4144,2018-08-08
2.01,Good,E,SI1,EX,G,GIA,20157,2018-08-09
0.77,Good,F,VS2,VG,VG,AGSL,2911,2018-08-10
1.39,Ideal,H,VVS2,ID,ID,AGSL,9850,2018-08-11
1.01,Good,H,SI1,VG,VG,GIA,4846,2018-08-12
1.31,Good,I,VS2,VG,VG,GIA,7236,2018-08-13
1.01,Ideal,E,SI1,EX,EX,GIA,5534,2018-08-14
1.08,Very Good,E,VS1,G,VG,GIA,7168,2018-08-15
1.16,Very Good,G,SI1,EX,G,GIA,6292,2018-08-16
1.02,Signature-Ideal,D,VS2,ID,ID,AGSL,9502,2018-08-17
1.62,Very Good,H,SI1,VG,VG,GIA,10521,2018-08-18
1.14,Ideal,G,SI1,EX,VG,GIA,5809,2018-08-19
1.14,Ideal,G,VS2,EX,VG,GIA,7371,2018-08-20
2.3,Very Good,H,VVS2,EX,VG,GIA,28706,2018-08-21
1.41,Very Good,G,VVS1,EX,VG,GIA,14936,2018-08-22
0.8,Ideal,E,SI1,EX,EX,GIA,4053,2018-08-23
1.01,Good,F,VS2,G,G,GIA,6158,2018-08-24
2.08,Ideal,G,VS1,EX,EX,GIA,28655,2018-08-25
0.82,Ideal,G,VVS2,VG,EX,GIA,4130,2018-08-26
1.25,Very Good,G,VS2,EX,EX,GIA,8941,2018-08-27
1.09,Ideal,I,VVS2,ID,ID,AGSL,6152,2018-08-28
1.05,Very Good,H,SI1,G,G,GIA,5072,2018-08-29
0.91,Ideal,G,SI1,ID,ID,AGSL,4453,2018-08-30
0.91,Very Good,E,SI1,VG,EX,GIA,4310,2018-08-31
2.02,Very Good,F,SI1,G,EX,GIA,17530,2018-09-01
1.26,Ideal,F,VS2,EX,EX,GIA,10007,2018-09-02
1.55,Ideal,I,VS1,EX,VG,GIA,10384,2018-09-03
0.8,Ideal,E,VS2,EX,EX,GIA,4126,2018-09-04
2.01,Good,H,VS1,VG,G,GIA,21204,2018-09-05
1.02,Ideal,I,VVS2,ID,ID,AGSL,5767,2018-09-06
1.01,Good,F,VS1,G,VG,GIA,6825,2018-09-07
2.07,Ideal,H,VS2,VG,EX,GIA,20427,2018-09-08
2.09,Very Good,I,VS1,EX,EX,GIA,18215,2018-09-09
1.02,Ideal,G,VVS2,VG,VG,GIA,8107,2018-09-10
1.0,Good,E,VS2,VG,VG,GIA,6073,2018-09-11
0.87,Very Good,H,SI1,EX,VG,GIA,3180,2018-09-12
1.01,Very Good,E,VVS2,VG,VG,GIA,8992,2018-09-13
0.8,Ideal,D,VS1,VG,EX,GIA,4670,2018-09-14
0.9,Very Good,E,SI1,EX,VG,GIA,4090,2018-09-15
1.04,Ideal,D,VS2,VG,G,GIA,7220,2018-09-16
1.01,Ideal,E,VVS2,EX,EX,GIA,9780,2018-09-17
2.0,Good,H,VS2,VG,VG,GIA,19002,2018-09-18
0.94,Ideal,I,VVS2,VG,VG,GIA,4390,2018-09-19
1.08,Very Good,E,VVS2,VG,VG,GIA,9607,2018-09-20
2.01,Very Good,G,VS1,EX,VG,GIA,26451,2018-09-21
1.51,Very Good,F,SI1,VG,G,GIA,11190,2018-09-22
0.9,Very Good,H,VS1,VG,VG,GIA,4324,2018-09-23
2.42,Ideal,H,VS2,ID,ID,AGSL,27433,2018-09-24
1.34,Very Good,H,SI1,G,VG,GIA,7655,2018-09-25
1.8,Signature-Ideal,I,VVS2,ID,ID,AGSL,16230,2018-09-26
1.0,Ideal,H,VS2,VG,EX,GIA,5820,2018-09-27
1.07,Very Good,H,SI1,VG,VG,AGSL,5186,2018-09-28
1.41,Very Good,D,IF,VG,VG,GIA,25486,2018-09-29
2.15,Very Good,F,VS1,VG,VG,GIA,31405,2018-09-30
0.9,Good,G,SI1,VG,VG,GIA,3798,2018-10-01
2.04,Ideal,F,VS2,EX,EX,GIA,30466,2018-10-02
1.04,Signature-Ideal,G,VVS2,ID,ID,AGSL,9627,2018-10-03
2.17,Good,I,SI1,EX,VG,AGSL,16255,2018-10-04
1.03,Very Good,F,SI1,VG,VG,GIA,5266,2018-10-05
0.93,Ideal,D,SI1,VG,VG,GIA,4724,2018-10-06
1.3,Very Good,H,SI1,VG,VG,GIA,6758,2018-10-07
1.55,Ideal,E,VVS2,EX,EX,GIA,18828,2018-10-08
1.08,Ideal,G,VS1,EX,EX,GIA,7635,2018-10-09
2.01,Ideal,H,VS1,EX,EX,GIA,25894,2018-10-10
2.01,Ideal,F,VS1,EX,EX,GIA,31958,2018-10-11
0.84,Fair,F,VS2,VG,G,AGSL,3172,2018-10-12
0.9,Very Good,H,VS2,EX,VG,GIA,4173,2018-10-13
1.33,Ideal,G,VS2,VG,VG,GIA,9739,2018-10-14
1.58,Ideal,G,SI1,EX,EX,GIA,11927,2018-10-15
2.26,Very Good,H,IF,VG,VG,GIA,34297,2018-10-16
1.11,Very Good,H,SI1,EX,EX,GIA,5503,2018-10-17
2.31,Ideal,I,VS2,EX,EX,GIA,20570,2018-10-18
0.91,Very Good,D,SI1,G,EX,GIA,4466,2018-10-19
1.25,Ideal,G,VS1,ID,ID,AGSL,9418,2018-10-20
1.1,Very Good,G,VVS1,EX,EX,GIA,9257,2018-10-21
1.08,Ideal,I,VS2,ID,ID,AGSL,5294,2018-10-22
0.9,Very Good,G,VS2,VG,EX,GIA,4296,2018-10-23
1.01,Ideal,F,VVS1,VG,VG,GIA,10185,2018-10-24
1.01,Very Good,D,VS2,EX,EX,GIA,7487,2018-10-25
2.25,Ideal,G,VS1,EX,EX,GIA,29299,2018-10-26
0.9,Very Good,D,SI1,EX,G,GIA,4289,2018-10-27
2.01,Ideal,E,VS1,EX,EX,GIA,34586,2018-10-28
2.01,Very Good,I,VS2,EX,VG,GIA,15716,2018-10-29
0.9,Very Good,F,VS2,VG,EX,GIA,4268,2018-10-30
2.02,Very Good,H,SI1,EX,EX,GIA,18662,2018-10-31
1.26,Very Good,D,VS1,EX,G,GIA,11277,2018-11-01
0.9,Very Good,E,VS2,EX,EX,GIA,5887,2018-11-02
1.58,Ideal,F,SI1,ID,ID,AGSL,12991,2018-11-03
1.4,Very Good,G,VS1,VG,EX,GIA,11487,2018-11-04
2.0,Ideal,D,VVS1,ID,ID,AGSL,51708,2018-11-05
1.51,Ideal,F,SI1,EX,EX,GIA,11950,2018-11-06
1.02,Good,E,SI1,VG,G,GIA,5565,2018-11-07
0.8,Ideal,I,SI1,EX,EX,GIA,2927,2018-11-08
1.52,Ideal,I,VS2,EX,VG,GIA,9352,2018-11-09
0.92,Very Good,G,SI1,EX,VG,GIA,3724,2018-11-10
0.76,Ideal,D,SI1,VG,EX,GIA,3007,2018-11-11
2.01,Very Good,G,VS2,VG,EX,GIA,28639,2018-11-12
1.4,Very Good,I,SI1,G,VG,GIA,7644,2018-11-13
1.21,Very Good,H,VS2,VG,VG,GIA,6887,2018-11-14
0.9,Very Good,H,VS2,VG,VG,GIA,4255,2018-11-15
2.11,Ideal,H,VS1,EX,EX,GIA,25309,2018-11-16
1.0,Very Good,G,VS2,VG,VG,GIA,5747,2018-11-17
0.76,Ideal,H,VVS2,ID,ID,AGSL,3183,2018-11-18
1.23,Ideal,I,VS2,VG,VG,GIA,6335,2018-11-19
1.52,Ideal,G,SI1,EX,EX,GIA,11510,2018-11-20
0.91,Fair,F,VS2,VG,VG,GIA,4474,2018-11-21
0.9,Very Good,I,VS2,VG,VG,GIA,3627,2018-11-22
1.53,Ideal,F,SI1,ID,ID,AGSL,12616,2018-11-23
0.85,Ideal,G,VS1,EX,EX,GIA,4373,2018-11-24
1.02,Ideal,H,VVS2,ID,ID,AGSL,6613,2018-11-25
1.22,Ideal,G,VS1,VG,VG,GIA,9793,2018-11-26
1.4,Very Good,G,IF,EX,G,GIA,14252,2018-11-27
2.0,Good,G,SI1,VG,G,GIA,20733,2018-11-28
2.04,Very Good,F,VVS1,EX,EX,GIA,42587,2018-11-29
2.02,Ideal,G,VS1,EX,EX,GIA,27503,2018-11-30
1.0,Good,F,VS2,VG,VG,GIA,6159,2018-12-01
1.01,Fair,F,SI1,EX,G,GIA,5008,2018-12-02
0.9,Ideal,H,SI1,EX,EX,GIA,4492,2018-12-03
2.52,Very Good,H,SI1,EX,EX,GIA,25779,2018-12-04
0.9,Very Good,H,VS2,VG,VG,GIA,4096,2018-12-05
2.02,Ideal,G,SI1,EX,EX,GIA,20456,2018-12-06
1.01,Good,H,SI1,EX,G,GIA,4611,2018-12-07
1.2,Very Good,F,VS1,VG,G,GIA,9248,2018-12-08
1.55,Ideal,I,VS2,VG,VG,GIA,9805,2018-12-09
1.21,Very Good,H,SI1,G,G,GIA,6194,2018-12-10
0.9,Good,G,SI1,VG,VG,GIA,3231,2018-12-11
1.16,Ideal,D,VVS2,EX,VG,GIA,12450,2018-12-12
1.5,Very Good,D,VS2,VG,VG,GIA,13629,2018-12-13
1.52,Ideal,D,IF,EX,VG,GIA,24715,2018-12-14
0.79,Very Good,F,SI1,VG,VG,GIA,3073,2018-12-15
1.0,Very Good,G,VS1,VG,VG,GIA,6642,2018-12-16
0.81,Ideal,E,SI1,EX,EX,GIA,3109,2018-12-17
0.91,Very Good,F,SI1,VG,G,GIA,3885,2018-12-18
0.82,Ideal,I,VS1,ID,ID,AGSL,3113,2018-12-19
1.04,Ideal,G,VS2,VG,VG,GIA,6560,2018-12-20
1.4,Very Good,G,VS1,EX,VG,GIA,11584,2018-12-21
1.07,Ideal,H,SI1,EX,VG,GIA,5281,2018-12-22
1.08,Ideal,I,SI1,EX,EX,GIA,5201,2018-12-23
1.34,Ideal,H,VVS1,EX,EX,GIA,10255,2018-12-24
2.01,Very Good,D,SI1,VG,EX,GIA,21440,2018-12-25
1.09,Ideal,G,VVS1,ID,ID,AGSL,8778,2018-12-26
2.11,Ideal,G,VS2,EX,EX,GIA,26871,2018-12-27
1.27,Ideal,E,SI1,VG,VG,GIA,7806,2018-12-28
0.9,Good,E,VS2,EX,EX,GIA,4377,2018-12-29
1.3,Good,E,VVS2,G,EX,GIA,12967,2018-12-30
2.01,Very Good,G,VS2,EX,VG,GIA,23652,2018-12-31
1.0,Ideal,G,VVS2,EX,EX,GIA,9294,2019-01-01
1.02,Ideal,G,VVS2,EX,EX,GIA,7666,2019-01-02
0.9,Ideal,G,IF,ID,ID,AGSL,6645,2019-01-03
1.2,Ideal,H,SI1,VG,VG,GIA,6377,2019-01-04
1.33,Ideal,H,IF,VG,VG,GIA,9970,2019-01-05
1.0,Good,E,VVS1,EX,VG,GIA,8359,2019-01-06
1.07,Ideal,I,VVS1,EX,EX,GIA,6685,2019-01-07
0.99,Very Good,D,SI1,G,VG,GIA,5671,2019-01-08
2.04,Ideal,H,VS2,EX,EX,GIA,20060,2019-01-09
1.54,Ideal,G,VS1,VG,EX,GIA,14650,2019-01-10
0.96,Good,D,SI1,EX,VG,GIA,4693,2019-01-11
2.16,Very Good,G,VS2,G,G,GIA,26281,2019-01-12
2.09,Ideal,G,VS1,EX,EX,GIA,28683,2019-01-13
1.5,Very Good,H,VS2,G,G,GIA,9730,2019-01-14
1.2,Ideal,I,IF,VG,VG,GIA,7367,2019-01-15
1.05,Very Good,D,SI1,EX,G,GIA,5952,2019-01-16
2.14,Very Good,G,VS2,EX,EX,GIA,28705,2019-01-17
0.75,Very Good,F,VS1,G,VG,GIA,3220,2019-01-18
1.1,Signature-Ideal,H,SI1,EX,EX,GIA,6844,2019-01-19
1.01,Very Good,I,SI1,EX,EX,GIA,4189,2019-01-20
2.04,Ideal,D,VS2,EX,EX,GIA,28297,2019-01-21
1.33,Ideal,H,VVS2,EX,EX,GIA,10045,2019-01-22
1.09,Ideal,G,VS2,EX,EX,GIA,6905,2019-01-23
1.24,Ideal,G,VVS2,EX,EX,GIA,10507,2019-01-24
0.91,Good,E,SI1,G,G,GIA,3971,2019-01-25
1.0,Very Good,G,SI1,VG,VG,GIA,4925,2019-01-26
1.07,Ideal,E,VS2,VG,VG,GIA,7240,2019-01-27
2.05,Ideal,I,SI1,ID,ID,AGSL,16029,2019-01-28
1.0,Good,F,VS2,EX,VG,GIA,5935,2019-01-29
2.02,Very Good,G,VS2,EX,EX,GIA,24585,2019-01-30
0.96,Ideal,F,VVS2,EX,VG,GIA,8149,2019-01-31
1.02,Good,G,SI1,VG,G,GIA,4749,2019-02-01
1.06,Very Good,G,VS2,VG,G,GIA,6217,2019-02-02
0.75,Very Good,D,SI1,VG,EX,GIA,3085,2019-02-03
1.12,Ideal,I,VS2,EX,EX,GIA,5956,2019-02-04
1.21,Good,D,SI1,G,G,GIA,6727,2019-02-05
2.03,Ideal,F,VS1,VG,VG,GIA,31514,2019-02-06
1.02,Signature-Ideal,F,VS2,ID,ID,AGSL,8348,2019-02-07
2.39,Ideal,I,VS1,EX,EX,GIA,23818,2019-02-08
1.15,Good,H,SI1,VG,G,GIA,5005,2019-02-09
1.12,Ideal,E,VS1,EX,EX,GIA,8991,2019-02-10
1.01,Very Good,I,SI1,EX,EX,GIA,4759,2019-02-11
0.76,Ideal,E,VS1,EX,VG,GIA,3658,2019-02-12
1.23,Ideal,G,VVS2,ID,ID,AGSL,10560,2019-02-13
1.19,Very Good,D,VVS1,VG,VG,GIA,15767,2019-02-14
1.16,Ideal,F,VVS2,ID,ID,AGSL,10439,2019-02-15
1.07,Very Good,F,SI1,VG,VG,GIA,6061,2019-02-16
1.13,Ideal,D,VVS2,ID,ID,AGSL,12788,2019-02-17
2.44,Very Good,G,VS1,VG,VG,GIA,36761,2019-02-18
1.01,Very Good,F,VVS1,VG,EX,GIA,9474,2019-02-19
1.33,Ideal,E,VVS1,EX,VG,GIA,16733,2019-02-20
1.02,Very Good,F,SI1,VG,G,GIA,5268,2019-02-21
0.9,Good,F,SI1,EX,VG,GIA,3898,2019-02-22
0.9,Very Good,E,SI1,EX,EX,GIA,4315,2019-02-23
0.76,Fair,H,VVS2,G,G,AGSL,2699,2019-02-24
2.02,Ideal,H,VS2,EX,EX,GIA,19910,2019-02-25
2.18,Ideal,I,VS1,VG,EX,GIA,18880,2019-02-26
1.01,Good,G,SI1,G,G,GIA,4672,2019-02-27
1.04,Ideal,I,VS1,ID,ID,AGSL,5229,2019-02-28
1.22,Signature-Ideal,H,VS2,ID,ID,AGSL,8596,2019-03-01
2.0,Ideal,G,VS2,VG,EX,GIA,23503,2019-03-02
2.45,Good,G,VS2,G,VG,GIA,32335,2019-03-03
1.02,Ideal,G,SI1,EX,EX,GIA,5235,2019-03-04
2.0,Very Good,G,VS2,EX,EX,GIA,27025,2019-03-05
2.2,Ideal,F,VVS1,ID,ID,AGSL,41282,2019-03-06
1.69,Ideal,F,VS2,VG,VG,GIA,16789,2019-03-07
0.82,Ideal,E,SI1,VG,G,GIA,3373,2019-03-08
1.24,Ideal,I,VS2,VG,EX,GIA,6180,2019-03-09
1.0,Good,G,SI1,VG,G,GIA,4401,2019-03-10
1.28,Ideal,H,VVS2,EX,VG,GIA,9228,2019-03-11
2.0,Very Good,I,VVS1,VG,VG,GIA,19943,2019-03-12
1.23,Very Good,E,VVS2,G,VG,GIA,11175,2019-03-13
2.01,Good,G,SI1,EX,VG,GIA,17656,2019-03-14
2.01,Good,I,SI1,VG,G,GIA,14552,2019-03-15
1.04,Ideal,D,VVS1,EX,EX,GIA,13353,2019-03-16
0.75,Very Good,E,VVS2,G,VG,GIA,4005,2019-03-17
1.74,Good,G,VS1,VG,VG,GIA,16223,2019-03-18
1.54,Ideal,I,SI1,EX,EX,GIA,9942,2019-03-19
1.01,Ideal,G,VS2,VG,EX,GIA,7814,2019-03-20
1.26,Ideal,F,VS1,VG,EX,GIA,8773,2019-03-21
2.24,Ideal,F,VVS1,EX,EX,GIA,45857,2019-03-22
1.13,Ideal,F,VVS2,ID,ID,AGSL,10742,2019-03-23
1.32,Very Good,F,VS1,G,VG,GIA,10921,2019-03-24
0.79,Ideal,G,VVS2,ID,ID,AGSL,3877,2019-03-25
1.72,Ideal,G,VS2,VG,VG,GIA,17125,2019-03-26
2.1,Ideal,H,IF,EX,EX,GIA,28709,2019-03-27
1.54,Ideal,E,VVS2,EX,EX,GIA,20071,2019-03-28
1.51,Very Good,F,VS1,VG,VG,GIA,14673,2019-03-29
2.01,Very Good,F,SI1,EX,EX,GIA,19789,2019-03-30
1.22,Very Good,E,VS1,VG,VG,GIA,9706,2019-03-31
1.51,Ideal,H,VS2,VG,EX,GIA,10974,2019-04-01
2.07,Good,G,VS2,EX,VG,GIA,26842,2019-04-02
2.16,Very Good,I,VS1,EX,EX,AGSL,19642,2019-04-03
1.5,Good,E,SI1,G,VG,GIA,11554,2019-04-04
1.07,Ideal,G,VS2,EX,EX,GIA,7275,2019-04-05
1.65,Very Good,H,VS1,ID,ID,AGSL,11823,2019-04-06
1.67,Ideal,G,VS1,ID,ID,AGSL,16643,2019-04-07
2.07,Very Good,H,SI1,EX,VG,GIA,17893,2019-04-08
0.9,Very Good,G,VS1,VG,G,GIA,4515,2019-04-09
